username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
IEEEorg,2014-07-21 04:39,6,3,"Some start-ups are re-examining how they operate and move out of the #JerkTech category: http:// bit.ly/1rDw9dS via @IEEESpectrum",,@IEEESpectrum,#JerkTech,"491185572040294401",https://twitter.com/IEEEorg/status/491185572040294401
IEEEorg,2014-07-18 15:04,8,7,"The CROPS Project, which is almost complete, uses #robots to harvest fruits and vegetables: http:// bit.ly/1wE6fqR via @IEEESpectrum",,@IEEESpectrum,#robots,"490255696399564800",https://twitter.com/IEEEorg/status/490255696399564800
IEEEorg,2014-07-18 14:10,6,6,"Bosch believes the LIDAR #laser system will be necessary for automated vehicles in the future: http:// bit.ly/1rwu2IU via @IEEESpectrum",,@IEEESpectrum,#laser,"490242107198537729",https://twitter.com/IEEEorg/status/490242107198537729
IEEEorg,2014-07-18 13:06,5,1,"Construction began this week on #PetraNova , the biggest post-combustion carbon capture plant: http:// bit.ly/1nT6flY via @IEEESpectrum",,@IEEESpectrum,#PetraNova,"490225998583963648",https://twitter.com/IEEEorg/status/490225998583963648
IEEEorg,2014-07-18 12:37,4,1,"#TechFact : The 1st ever ISP was CompuServe which still exists under AOL, Time Warner.",,,#TechFact,"490218701098979329",https://twitter.com/IEEEorg/status/490218701098979329
IEEEorg,2014-07-18 11:42,8,1,"Have you checked out Alberto Broggi in “Driverless Car Confessions” yet? https://www. youtube.com/watch?v=nfSY_z 60rR8&feature=youtu.be …",,,,"490204861250535425",https://twitter.com/IEEEorg/status/490204861250535425
IEEEorg,2014-07-18 10:53,9,1,"A group of @MIT students built a #3Dprinter that creates ice cream: http:// on.mash.to/1nBLE0S via @mashable",,@MIT @mashable,#3Dprinter,"490192529548013569",https://twitter.com/IEEEorg/status/490192529548013569
IEEEorg,2014-07-18 09:29,12,6,"A few companies are working on 3D displays for #smartphones using holographic technology: http:// bit.ly/1wB46w5 via @IEEESpectrum",,@IEEESpectrum,#smartphones,"490171390083874818",https://twitter.com/IEEEorg/status/490171390083874818
IEEEorg,2014-07-18 08:11,4,4,"#TechHistory : Today in 1966, NASA launched the Gemini 10.",,,#TechHistory,"490151760602742785",https://twitter.com/IEEEorg/status/490151760602742785
IEEEorg,2014-07-18 07:06,5,4,"Jibo, the 1st social #robot for home use, is open source so developers can create apps for it: http:// bit.ly/1sxveyk via @IEEESpectrum",,@IEEESpectrum,#robot,"490135402720669696",https://twitter.com/IEEEorg/status/490135402720669696
IEEEorg,2014-07-17 13:27,12,2,"Researchers found that nanoporous silicon oxide could be used in #computer memory: http:// bit.ly/1r6cQKS via @IEEESpectrum",,@IEEESpectrum,#computer,"489868897642754048",https://twitter.com/IEEEorg/status/489868897642754048
IEEEorg,2014-07-17 12:31,38,22,"A new technology called Li-Fi can transmit #Internet across a spectrum of light from LED lamps: http:// bit.ly/1oYUfih via @physorg_com",,@physorg_com,#Internet,"489854804865208321",https://twitter.com/IEEEorg/status/489854804865208321
IEEEorg,2014-07-17 11:49,2,1,"#Google Brain drives many of the machines behind Google’s innovations: http:// wrd.cm/1mkcCtx via @WIRED",,@WIRED,#Google,"489844234518679552",https://twitter.com/IEEEorg/status/489844234518679552
IEEEorg,2014-07-17 10:53,18,8,"#TechFact : The price of a single transistor on a chip is about the same cost as a single printed newspaper character.",,,#TechFact,"489830141405577216",https://twitter.com/IEEEorg/status/489830141405577216
IEEEorg,2014-07-17 09:25,14,9,"IEEE Founder Harold Chestnut believed #engineers have a huge role in society. pic.twitter.com/nEuv5WqUHD",,,#engineers,"489807996092833792",https://twitter.com/IEEEorg/status/489807996092833792
IEEEorg,2014-07-17 08:40,42,21,"A programmer #DIY -ed a t-shirt with a fully operable Tetris game on it: http:// yhoo.it/1pduGso via @YahooTech pic.twitter.com/9o5w5MRnGu",,@YahooTech,#DIY,"489796675267854338",https://twitter.com/IEEEorg/status/489796675267854338
IEEEorg,2014-07-17 07:36,4,3,"A startup in Austin created hand sensors that work as a #wireless keyboard substitute: http:// on.mash.to/WjDo05 via @mashable",,@mashable,#wireless,"489780564136714240",https://twitter.com/IEEEorg/status/489780564136714240
IEEEorg,2014-07-17 06:18,4,1,"#TechHistory : The Harvard Observatory photographed a star for the 1st time today in 1850.",,,#TechHistory,"489760936048078848",https://twitter.com/IEEEorg/status/489760936048078848
IEEEorg,2014-07-17 05:14,9,6,"A new study showed that instinct and gut reactions matter more than #bigdata for business decisions: http:// on.mash.to/1r6cAvs via @mashable",,@mashable,#bigdata,"489744841589264385",https://twitter.com/IEEEorg/status/489744841589264385
IEEEorg,2014-07-16 13:37,7,7,"Kids are #programming their own games using Hopscotch: http:// bit.ly/1mS9rNX via @FastCoExist",,@FastCoExist,#programming,"489509024220459009",https://twitter.com/IEEEorg/status/489509024220459009
IEEEorg,2014-07-16 12:25,6,5,"These cities saw the biggest bumps in #STEM salaries: http:// on.mash.to/1jMZzq1 via @mashable",,@mashable,#STEM,"489490906899574786",https://twitter.com/IEEEorg/status/489490906899574786
IEEEorg,2014-07-16 11:04,15,3,"Bell Labs set a new record w/a copper wire prototype for #broadband that has download speeds up to 10 Gbps: http:// bit.ly/1qd7GPk",,,#broadband,"489470522564952064",https://twitter.com/IEEEorg/status/489470522564952064
IEEEorg,2014-07-16 09:19,6,1,"#TechHistory : Apollo 11 was launched from Cape Kennedy, FL today in 1969 & became the 1st manned space mission to land on the Moon.",,,#TechHistory,"489444099057926144",https://twitter.com/IEEEorg/status/489444099057926144
IEEEorg,2014-07-16 08:21,2,2,"#NASA and JPL are testing their robots in microgravity before sending them to space: http:// bit.ly/1oF9ZE4 via @IEEESpectrum",,@IEEESpectrum,#NASA,"489429501890138112",https://twitter.com/IEEEorg/status/489429501890138112
IEEEorg,2014-07-16 07:36,5,3,"#Google announced a partnership with Novartis to develop smart contact lenses: http:// on.mash.to/1r2eGws via @mashable",,@mashable,#Google,"489418175553875968",https://twitter.com/IEEEorg/status/489418175553875968
IEEEorg,2014-07-16 06:40,5,3,"Crowd-funded nuclear reactor projects are hoping to create more affordable nuclear #fusion : http:// bit.ly/1qE8IQi via @IEEESpectrum",,@IEEESpectrum,#fusion,"489404084479209472",https://twitter.com/IEEEorg/status/489404084479209472
IEEEorg,2014-07-16 05:23,15,2,"#TechFact : Spam emails generate 33bn KWt-hours of energy every year.",,,#TechFact,"489384706811494400",https://twitter.com/IEEEorg/status/489384706811494400
IEEEorg,2014-07-16 04:12,2,2,"The London Array would need 812,000 cubic meters of energy stored in underwater bags for backup: http:// bit.ly/1wrzLQr via @IEEESpectrum",,@IEEESpectrum,,"489366839353290752",https://twitter.com/IEEEorg/status/489366839353290752
IEEEorg,2014-07-15 13:29,7,3,"Maglev #trains use magnetic levitation to travel up to 600 km/hr: http:// bit.ly/1mbwizI via @physorg_com",,@physorg_com,#trains,"489144624242380801",https://twitter.com/IEEEorg/status/489144624242380801
IEEEorg,2014-07-15 12:31,11,6,"A new material called Vantablack absorbs so much #light that you can’t see it: http:// bit.ly/1mb6JPp via @gizmodo",,@gizmodo,#light,"489130028907503618",https://twitter.com/IEEEorg/status/489130028907503618
IEEEorg,2014-07-15 11:07,8,4,"A @UMKansasCity student created a #WiFi based system that alerts cars & pedestrians of each other: http:// bit.ly/1yiEp65 via @IEEESpectrum",,@UMKansasCity @IEEESpectrum,#WiFi,"489108889648918528",https://twitter.com/IEEEorg/status/489108889648918528
IEEEorg,2014-07-15 09:38,9,2,"Researchers developed a #metamaterial that can hide objects underneath it without any trace: http:// bit.ly/1mbw1g9 via @psfk",,@psfk,#metamaterial,"489086490685624320",https://twitter.com/IEEEorg/status/489086490685624320
IEEEorg,2014-07-15 08:40,6,4,". @IEEEInstitute investigates whether #wearable technology actually helps people live healthier lives: http:// bit.ly/1mPmPCr",,@IEEEInstitute,#wearable,"489071895510126593",https://twitter.com/IEEEorg/status/489071895510126593
IEEEorg,2014-07-15 07:23,3,3,"WATCH: “Driverless Car Confessions” with IEEE Fellow Alberto Broggi: https://www. youtube.com/watch?v=nfSY_z 60rR8&feature=youtu.be …",,,,"489052592052240385",https://twitter.com/IEEEorg/status/489052592052240385
IEEEorg,2014-07-15 06:16,9,3,"Engineers are working on #robots that can morph its materials between hard and soft states: http:// bit.ly/1oVUlY3 via @physorg_com",,@physorg_com,#robots,"489035655196860416",https://twitter.com/IEEEorg/status/489035655196860416
IEEEorg,2014-07-15 05:05,6,2,"#TechHistory : Today in 1933, Wiley Post began the 1st solo flight around the world.",,,#TechHistory,"489017789399592960",https://twitter.com/IEEEorg/status/489017789399592960
IEEEorg,2014-07-15 03:53,12,5,". @IBM is betting $3B on a #nanoelectronics future, with the project “7nm and Beyond”: http:// bit.ly/1mDaJNe via @IEEESpectrum",,@IBM @IEEESpectrum,#nanoelectronics,"488999668680888320",https://twitter.com/IEEEorg/status/488999668680888320
IEEEorg,2014-07-14 14:17,10,6,"LG developed technology to make a TV that you can roll up like a poster, expected in 2017: http:// on.mash.to/1keUvW0 via @mashable",,@mashable,,"488794315267665920",https://twitter.com/IEEEorg/status/488794315267665920
IEEEorg,2014-07-14 13:20,7,4,"Researchers are using #3Dprinting to create molds for stem cell hESC development: http:// bit.ly/1yhdRC7 via @arstechnica",,@arstechnica,#3Dprinting,"488780027232669696",https://twitter.com/IEEEorg/status/488780027232669696
IEEEorg,2014-07-14 12:36,61,31,"Today’s integrated circuit chips are 4.3 billion times more powerful than Kilby’s 1st revolutionary circuit. pic.twitter.com/DqshO5K2xB",,,,"488768901518344192",https://twitter.com/IEEEorg/status/488768901518344192
IEEEorg,2014-07-14 11:41,5,5,"#Cybersecurity “Rock Stars” will be speaking at a conference in Austin: http:// bit.ly/1sTNT4K via @IEEEInstitute",,@IEEEInstitute,#Cybersecurity,"488755061258846208",https://twitter.com/IEEEorg/status/488755061258846208
IEEEorg,2014-07-14 10:52,16,3,"Scientists found that using 1 atom to switch the direction of 1 photon will make #quantum #computing more powerful: http:// bit.ly/1maxiE8",,,#quantum #computing,"488742726897115136",https://twitter.com/IEEEorg/status/488742726897115136
IEEEorg,2014-07-14 09:18,54,38,"An e-ink #smartphone prototype can last a full month on a single charge: http:// bit.ly/1sTnzHS via @psfk pic.twitter.com/kFroeEGEay",,@psfk,#smartphone,"488719071978856448",https://twitter.com/IEEEorg/status/488719071978856448
IEEEorg,2014-07-14 08:34,7,6,"Canadian #startup Hydrostor wants to store electricity as compressed air in underwater bags: http:// bit.ly/WcnAfQ via @IEEESpectrum",,@IEEESpectrum,#startup,"488708006993862657",https://twitter.com/IEEEorg/status/488708006993862657
IEEEorg,2014-07-14 07:20,5,2,"The latest motion-capture #technology was used in forests for the #DawnofApes movie: http:// bit.ly/1oVvOCh via @IEEESpectrum",,@IEEESpectrum,#technology #DawnofApes,"488689378105888769",https://twitter.com/IEEEorg/status/488689378105888769
IEEEorg,2014-07-14 06:14,9,2,"#TechFact : Globally, there are almost 3 billion Internet users.",,,#TechFact,"488672765579251713",https://twitter.com/IEEEorg/status/488672765579251713
IEEEorg,2014-07-11 15:12,20,8,". @IEEEInstitute investigates 5G, the next generation of wireless communications, due in 2020: http:// bit.ly/1oNmOiA",,@IEEEInstitute,,"487720994329473024",https://twitter.com/IEEEorg/status/487720994329473024
IEEEorg,2014-07-11 14:40,11,7,"Japanese researchers made nanoparticle ink that works at room temp. to print #semiconductors for flexible tech: http:// bit.ly/W3HtFD",,,#semiconductors,"487712941286752256",https://twitter.com/IEEEorg/status/487712941286752256
IEEEorg,2014-07-11 13:18,6,2,"NuVu is a collaborative studio where local students work on #3Dprinting projects: http:// bit.ly/1onJa77 via @ENGINEERINGcom",,@ENGINEERINGcom,#3Dprinting,"487692304254128128",https://twitter.com/IEEEorg/status/487692304254128128
IEEEorg,2014-07-11 12:31,9,3,"#TechHistory : Benjamin Franklin invented the Franklin stove today in 1742.",,,#TechHistory,"487680476199387137",https://twitter.com/IEEEorg/status/487680476199387137
IEEEorg,2014-07-11 11:25,4,3,"Nanojuices could help #doctors monitor Crohn’s & celiac disease patients’ intestines in real-time: http:// bit.ly/1jy0LNR via @IEEESpectrum",,@IEEESpectrum,#doctors,"487663866793308160",https://twitter.com/IEEEorg/status/487663866793308160
IEEEorg,2014-07-11 10:06,6,4,"Fuel consumption & traffic models are being used to develop a traffic light algorithm that will help save time & gas: http:// bit.ly/VTmyVk",,,,"487643985976893440",https://twitter.com/IEEEorg/status/487643985976893440
IEEEorg,2014-07-11 09:17,5,3,"SupraPed #robots use trekking poles to navigate unstructured environments, like potential disaster sites: http:// bit.ly/1qOBijM",,,#robots,"487631655268392961",https://twitter.com/IEEEorg/status/487631655268392961
IEEEorg,2014-07-11 08:23,8,5,"WiTricity’s #wireless electricity system is the 1st step towards Nikola Tesla’s vision for global wireless power: http:// bit.ly/VTmiWq",,,#wireless,"487618064792313856",https://twitter.com/IEEEorg/status/487618064792313856
IEEEorg,2014-07-11 07:49,5,7,"#TechFact : Nintendo GameCube's proprietary disc held 1.5 gigabytes of data, which is 190x more than what an N64 game cartridge could hold.",,,#TechFact,"487609509292933122",https://twitter.com/IEEEorg/status/487609509292933122
IEEEorg,2014-07-10 13:46,13,10,"A 1st year master’s student found a way to convert waste heat from car tailpipe emissions into #electricity : http:// bit.ly/1jev37X",,,#electricity,"487336964014608384",https://twitter.com/IEEEorg/status/487336964014608384
IEEEorg,2014-07-10 13:30,19,3,"#TechFact : The world’s 1st 1GB disk drive weighed 5 lbs and cost $40,000.",,,#TechFact,"487332951391105024",https://twitter.com/IEEEorg/status/487332951391105024
IEEEorg,2014-07-10 12:22,3,5,"See these kids try to maneuver a 25-year old Gameboy: http:// cnet.co/1r8VNqG via @CNET",,@CNET,,"487315824848293888",https://twitter.com/IEEEorg/status/487315824848293888
IEEEorg,2014-07-10 11:13,12,3,"The #gaming industry needs participation from more women to thrive: http:// bit.ly/1tofFdM via @physorg_com",,@physorg_com,#gaming,"487298460261949440",https://twitter.com/IEEEorg/status/487298460261949440
IEEEorg,2014-07-10 09:05,127,68,"Happy 158th birthday to Nikola Tesla! pic.twitter.com/OzEGQVaiPK",,,,"487266249970184192",https://twitter.com/IEEEorg/status/487266249970184192
IEEEorg,2014-07-10 07:11,9,7,"LG announced a #wearable device for kids that allows parents to track and listen to them at all times: http:// bbc.in/1jqvLPS via @BBCWorld",,@BBCWorld,#wearable,"487237558120632321",https://twitter.com/IEEEorg/status/487237558120632321
IEEEorg,2014-07-10 06:04,8,1,"#TechHistory : Telstar, the 1st geosynchronous communications satellite, was launched today in 1962.",,,#TechHistory,"487220698176163841",https://twitter.com/IEEEorg/status/487220698176163841
IEEEorg,2014-07-10 04:32,15,5,"By focusing on improving #battery cathodes, researchers increased energy output 5-8 times: http:// bit.ly/1pZQcpF via @IEEESpectrum",,@IEEESpectrum,#battery,"487197545383202816",https://twitter.com/IEEEorg/status/487197545383202816
IEEEorg,2014-07-10 03:49,9,4,"Using magnesium chloride, a.k.a sea salt, to produce #photovoltaics would make #solarpanels significantly cheaper: http:// bit.ly/1rTz2cY",,,#photovoltaics #solarpanels,"487186723042914305",https://twitter.com/IEEEorg/status/487186723042914305
IEEEorg,2014-07-09 15:34,7,1,"Researchers hit a breakthrough, printing an e-label fast enough to communicate with #smartphones : http:// bit.ly/1jmGafm via @IEEESpectrum",,@IEEESpectrum,#smartphones,"487001752974028800",https://twitter.com/IEEEorg/status/487001752974028800
IEEEorg,2014-07-09 14:11,5,0,"#Nest CEO Tony Fadell thinks #smarthomes need to focus on intelligence, not the “one button”: http:// ti.me/1qK4wQV via @TIME",,@TIME,#Nest #smarthomes,"486980866472562688",https://twitter.com/IEEEorg/status/486980866472562688
IEEEorg,2014-07-09 13:30,14,3,"#Intel , Samsung, & other tech giants established the Open Interconnect Consortium to develop IoT standards: http:// cnet.co/1sxcJan via @CNET",,@CNET,#Intel,"486970555422101504",https://twitter.com/IEEEorg/status/486970555422101504
IEEEorg,2014-07-09 12:03,3,4,"#TechHistory : Today in 1992, the Space Shuttle STS (Columbia 13) landed at Kennedy Space Center after spending almost 2 weeks in space.",,,#TechHistory,"486948654540783616",https://twitter.com/IEEEorg/status/486948654540783616
IEEEorg,2014-07-09 11:17,5,1,"The new Dodge #Hellcat uses a dual-key system so only authorized drivers can use full horsepower: http:// bit.ly/1r8u3T5 via @IEEESpectrum",,@IEEESpectrum,#Hellcat,"486937076877623296",https://twitter.com/IEEEorg/status/486937076877623296
IEEEorg,2014-07-09 10:25,3,2,". @esa is testing quadcopters to see if they could drop rovers on #Mars : http:// bit.ly/1tnlUys via @IEEESpectrum",,@esa @IEEESpectrum,#Mars,"486923991886483456",https://twitter.com/IEEEorg/status/486923991886483456
IEEEorg,2014-07-09 09:36,9,7,"#DIY : build your own Gameboy w/a 3D printer, Raspberry Pi, a Super NES controller & a few other parts: http:// bit.ly/1qK4Fnr via @engadget",,@engadget,#DIY,"486911659630272512",https://twitter.com/IEEEorg/status/486911659630272512
IEEEorg,2014-07-09 08:48,19,2,"India is building the world’s biggest #solar farm on a 1.27 million square meter floating platform: http:// bit.ly/1jmRwjC via @gizmodo",,@gizmodo,#solar,"486899582383562752",https://twitter.com/IEEEorg/status/486899582383562752
IEEEorg,2014-07-09 07:51,6,0,"#TechFact : In 1998, 90% of pagers were disabled because of the Solar Flare.",,,#TechFact,"486885237066964993",https://twitter.com/IEEEorg/status/486885237066964993
IEEEorg,2014-07-08 13:35,7,6,"#NASA finalized a deal to begin building a rocket for deep space exploration: http:// bit.ly/1jZSnS2 via @engadget",,@engadget,#NASA,"486609419111645184",https://twitter.com/IEEEorg/status/486609419111645184
IEEEorg,2014-07-08 12:23,3,1,"#TechHistory : Today in 1979, the Voyager 2 took the 1st photo of the Jupiter satellite Adrastea.",,,#TechHistory,"486591298594299906",https://twitter.com/IEEEorg/status/486591298594299906
IEEEorg,2014-07-08 11:02,13,8,"Researchers used carbon #nanomaterials to develop faster-charging and longer-lasting batteries: http:// bit.ly/1j9ecmU via @physorg_com",,@physorg_com,#nanomaterials,"486570916034256896",https://twitter.com/IEEEorg/status/486570916034256896
IEEEorg,2014-07-08 09:43,9,3,"RoboHow, a project from Germany, is translating the internet into directions for #robotic activities: http:// bit.ly/1rIEgYV via @engadget",,@engadget,#robotic,"486551034399977472",https://twitter.com/IEEEorg/status/486551034399977472
IEEEorg,2014-07-08 08:27,3,0,"Arthritis patients will soon have access to breathable and inexpensive #3dprinted arm splints: http:// bit.ly/VAsGBY via @arstechnica",,@arstechnica,#3dprinted,"486531908545679361",https://twitter.com/IEEEorg/status/486531908545679361
IEEEorg,2014-07-08 07:08,6,2,"A new #solar -powered dress could become the newest type of cell phone charger: http:// bit.ly/1tgFsV2 via @TechCrunch",,@TechCrunch,#solar,"486512028668813313",https://twitter.com/IEEEorg/status/486512028668813313
IEEEorg,2014-07-08 05:54,20,4,"Engineering students used #3Dprinting to improve their rocket design’s efficiency by 85%: http:// bit.ly/VTiqVG via @ENGINEERINGcom",,@ENGINEERINGcom,#3Dprinting,"486493405300539392",https://twitter.com/IEEEorg/status/486493405300539392
IEEEorg,2014-07-08 04:31,6,1,"#TechFact : AOL was created from an online gaming company called Control Video Corporation.",,,#TechFact,"486472517142327296",https://twitter.com/IEEEorg/status/486472517142327296
IEEEorg,2014-07-08 03:19,26,6,"2 engineers from Seattle are working on “D”, a new easy-to-use, high performance #coding language: http:// wrd.cm/1tgFa0y via @WIRED",,@WIRED,#coding,"486454397560311808",https://twitter.com/IEEEorg/status/486454397560311808
IEEEorg,2014-07-07 13:26,13,3,"A #startup called Siva Power said it could deliver solar panels for 28 cents/watt: http:// bit.ly/1lCw44c via @gigaOM",,@gigaOM,#startup,"486244767181725697",https://twitter.com/IEEEorg/status/486244767181725697
IEEEorg,2014-07-07 12:14,4,0,"#TechFact : Leaving a nightlight on overnight costs about 1 penny.",,,#TechFact,"486226647582924803",https://twitter.com/IEEEorg/status/486226647582924803
IEEEorg,2014-07-07 11:05,10,4,"This wearable device uses an accelerometer & measures respiration to determine when the wearer is stressed: http:// bit.ly/1pLR7tB via @psfk",,@psfk,,"486209282300338178",https://twitter.com/IEEEorg/status/486209282300338178
IEEEorg,2014-07-07 09:03,2,3,"A new device that uses ultrasonically-assisted machining could ease cutting & drilling in #manufacturing : http:// bit.ly/1mNYl8l",,,#manufacturing,"486178580674535424",https://twitter.com/IEEEorg/status/486178580674535424
IEEEorg,2014-07-07 08:34,10,4,"University #engineers created a walking bio-bot that is powered by muscle cells: http:// bit.ly/1odpEeZ via @engineeringcom",,@engineeringcom,#engineers,"486171282161950720",https://twitter.com/IEEEorg/status/486171282161950720
IEEEorg,2014-07-07 07:11,10,4,"#Braille books and teaching materials can be created w/more flexibility using 3D printing: http:// bit.ly/1xmDTDI via @physorg_com",,@physorg_com,#Braille,"486150395383660545",https://twitter.com/IEEEorg/status/486150395383660545
IEEEorg,2014-07-07 05:40,5,1,"#TechHistory : A radio compass is used for the 1st time on a U.S. Navy airplane today in 1920.",,,#TechHistory,"486127493493956608",https://twitter.com/IEEEorg/status/486127493493956608
IEEEorg,2014-07-07 04:29,14,5,"A student created a high #tech artificial hand for Third World amputees that costs less than $350: http:// bit.ly/1pZW0Ld via @phsyorg_com",,@phsyorg_com,#tech,"486109626589388800",https://twitter.com/IEEEorg/status/486109626589388800
IEEEorg,2014-07-04 13:52,11,8,"A new Japanese #robot speaks so naturally, it can deliver the news: http:// bit.ly/1odlWBW via @psfk",,@psfk,#robot,"485164144555851777",https://twitter.com/IEEEorg/status/485164144555851777
IEEEorg,2014-07-04 12:28,5,3,"#TechHistory : Radio astronomy satellite Explorer 38 was launched today in 1968.",,,#TechHistory,"485143005951565824",https://twitter.com/IEEEorg/status/485143005951565824
IEEEorg,2014-07-04 11:13,5,2,"The city of Portland is in a great position to take on #3Dprinting innovation: http:// bit.ly/1o4KL1H via @ThePortlandTrib",,@ThePortlandTrib,#3Dprinting,"485124133143851008",https://twitter.com/IEEEorg/status/485124133143851008
IEEEorg,2014-07-04 09:26,11,2,"Researchers find when a carbon nanotube is shot at 15,000 mph, it unzips into a #graphene nanoribbon: http:// bit.ly/1qBLtd3",,,#graphene,"485097203971522562",https://twitter.com/IEEEorg/status/485097203971522562
IEEEorg,2014-07-04 08:39,15,3,"Stanford researchers are using #videogames to help students perform better: http:// bit.ly/1pLQwYT via @IEEESpectrum",,@IEEESpectrum,#videogames,"485085376558555137",https://twitter.com/IEEEorg/status/485085376558555137
IEEEorg,2014-07-04 07:47,16,2,"#TechFact : A typical Google search session produces about the same amount of CO2 as boiling a kettle.",,,#TechFact,"485072290225217536",https://twitter.com/IEEEorg/status/485072290225217536
IEEEorg,2014-07-04 06:36,3,0,"#NASA launched a carbon-detecting satellite to gather intelligence on natural sources for CO2: http:// bit.ly/1odnhc3 via @IEEESpectrum",,@IEEESpectrum,#NASA,"485054422871863297",https://twitter.com/IEEEorg/status/485054422871863297
IEEEorg,2014-07-04 04:51,10,6,"European countries developed an algorithm to effectively share #energy across borders: http:// bit.ly/1jNxHg1 via @IEEESpectrum",,@IEEESpectrum,#energy,"485027999524220929",https://twitter.com/IEEEorg/status/485027999524220929
IEEEorg,2014-07-04 03:24,10,3,"In 2013, network-connected devices wasted enough #energy to power the UK: http:// bit.ly/TFn73i @IEEESpectrum",,@IEEESpectrum,#energy,"485006104938549248",https://twitter.com/IEEEorg/status/485006104938549248
IEEEorg,2014-07-03 14:51,7,1,"Congrats to the winners of the first IEEE BU Innovation Challenge! http:// bit.ly/TPVEMK",,,,"484816605587582976",https://twitter.com/IEEEorg/status/484816605587582976
IEEEorg,2014-07-03 14:10,3,0,"#TechFact : The 3DO video game system, introduced in 1993, was the 1st to be entirely based on CD technology.",,,#TechFact,"484806287712985088",https://twitter.com/IEEEorg/status/484806287712985088
IEEEorg,2014-07-03 13:28,5,1,". @IBM ’s Watson #supercomputer can help chefs generate 100 meal suggestions based on ingredients: http:// bit.ly/1rl0iRm via @engadget",,@IBM @engadget,#supercomputer,"484795717844606978",https://twitter.com/IEEEorg/status/484795717844606978
IEEEorg,2014-07-03 12:19,13,2,"A new #3Dprinter , out later this year, will use recycled plastic bottles as printing material: http:// bit.ly/TE1sbU via @gizmodo",,@gizmodo,#3Dprinter,"484778355338657792",https://twitter.com/IEEEorg/status/484778355338657792
IEEEorg,2014-07-03 11:06,11,5,"Researchers found a way to harness sunlight to convert carbon dioxide into a fuel called formic acid: http:// bit.ly/1mlWgGq",,,,"484759983716712449",https://twitter.com/IEEEorg/status/484759983716712449
IEEEorg,2014-07-03 10:02,42,32,"Marissa Meyer believes the best results come from breakthrough moments. pic.twitter.com/jxwEJBajLZ",,,,"484743902071902209",https://twitter.com/IEEEorg/status/484743902071902209
IEEEorg,2014-07-03 09:44,10,3,"#NASA ’s robot on the International Space Station is so successful you might see it elsewhere soon: http:// on.mash.to/1oacVK1 via @mashable",,@mashable,#NASA,"484739348475023361",https://twitter.com/IEEEorg/status/484739348475023361
IEEEorg,2014-07-03 06:32,10,2,"#Internet speeds have increased 13% in the past year around the world: http:// on.mash.to/TE1ctu via @mashable",,@mashable,#Internet,"484691029979713536",https://twitter.com/IEEEorg/status/484691029979713536
IEEEorg,2014-07-03 05:43,9,3,"#TechHistory : The 1st newspaper page set by a linotype machine was published by the New York Daily Tribune today in 1886.",,,#TechHistory,"484678697782235136",https://twitter.com/IEEEorg/status/484678697782235136
IEEEorg,2014-07-03 04:25,5,2,"Tal Weiss is an engineer on a mission to make identifying buggy #software easy: http:// wrd.cm/1sYTo5W via @WIRED",,@WIRED,#software,"484659069894918144",https://twitter.com/IEEEorg/status/484659069894918144
IEEEorg,2014-07-03 03:19,7,3,"Thought #GoogleGlass was 1st? Thad Starner has been wearing augmented-reality glasses since 1990: http:// bit.ly/1qzlH9m via @IEEESpectrum",,@IEEESpectrum,#GoogleGlass,"484642458647527428",https://twitter.com/IEEEorg/status/484642458647527428
IEEEorg,2014-07-02 13:43,6,3,"#GoogleCardboard is a virtual reality device made of cardboard, a smartphone, and a few lenses: http:// bit.ly/1vsZR5b via @IEEESpectrum",,@IEEESpectrum,#GoogleCardboard,"484437107071410177",https://twitter.com/IEEEorg/status/484437107071410177
IEEEorg,2014-07-02 12:24,5,2,"The household oven is about to get a few #tech makeovers: http:// bit.ly/1iTpgVv via @IEEESpectrum",,@IEEESpectrum,#tech,"484417223629340672",https://twitter.com/IEEEorg/status/484417223629340672
IEEEorg,2014-07-02 11:09,8,1,"#Intel and Ford are working together on integrating mobile interior imaging into new cars: http:// bit.ly/1mHRNZ1 via @IEEESpectrum",,@IEEESpectrum,#Intel,"484398347755585536",https://twitter.com/IEEEorg/status/484398347755585536
IEEEorg,2014-07-02 09:37,17,2,"#TechHistory : The 1st radio patent was issued to Guglielmo Marconi in England for his wireless telegraphy apparatus today in 1896.",,,#TechHistory,"484375210259271680",https://twitter.com/IEEEorg/status/484375210259271680
IEEEorg,2014-07-02 08:02,2,0,"#Opensource company Local Motors will print and debut a full car at the #IMTS : http:// bit.ly/1qwvtJ9 via @psfk",,@psfk,#Opensource #IMTS,"484351293847134209",https://twitter.com/IEEEorg/status/484351293847134209
IEEEorg,2014-07-02 06:40,9,5,"#Robotics innovators in the UK laid out an official robotics strategy: http:// bit.ly/Vanbtj via @engadget",,@engadget,#Robotics,"484330656508309504",https://twitter.com/IEEEorg/status/484330656508309504
IEEEorg,2014-07-02 05:36,7,5,"New nano-material based #supercapacitors are getting attention due to their use in electric cars: http:// bit.ly/1xera62 via @physorg_com",,@physorg_com,#supercapacitors,"484314547163918336",https://twitter.com/IEEEorg/status/484314547163918336
IEEEorg,2014-07-02 04:11,3,0,"Engineers are working on electronic systems that are flexible and switchable for stronger tech: http:// bit.ly/1xer1iV via @physorg_com",,@physorg_com,,"484293165122207744",https://twitter.com/IEEEorg/status/484293165122207744
